,source,mutation_method,temperature,population_size,num_iterations,best_state,best_score
836,2,shuffle,13,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
837,2,shuffle,13,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
838,2,shuffle,13,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
839,2,shuffle,13,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
840,2,shuffle,13,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
841,2,shuffle,13,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
842,2,shuffle,13,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
843,2,shuffle,13,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
844,2,shuffle,13,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
845,2,shuffle,13,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
846,2,shuffle,13,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
847,2,shuffle,13,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
848,2,shuffle,13,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
849,2,shuffle,13,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
850,2,shuffle,21,5,10,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
851,2,shuffle,21,5,50,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
852,2,shuffle,21,5,100,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
853,2,shuffle,21,5,200,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
854,2,shuffle,21,5,500,"[3, 0, 1, 4, 9, 2, 8, 6, 7, 5]",0.0078125
855,2,shuffle,21,10,10,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
856,2,shuffle,21,10,50,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
857,2,shuffle,21,10,100,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
858,2,shuffle,21,10,200,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
859,2,shuffle,21,10,500,"[3, 0, 1, 7, 8, 9, 4, 2, 6, 5]",0.0078125
860,2,shuffle,21,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
861,2,shuffle,21,20,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
862,2,shuffle,21,20,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
863,2,shuffle,21,20,200,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
864,2,shuffle,21,20,500,"[3, 4, 9, 7, 2, 8, 6, 0, 1, 5]",0.0078125
865,2,shuffle,21,50,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
866,2,shuffle,21,50,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
867,2,shuffle,21,50,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
868,2,shuffle,21,50,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
869,2,shuffle,21,50,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
870,2,shuffle,21,100,10,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
871,2,shuffle,21,100,50,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
872,2,shuffle,21,100,100,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
873,2,shuffle,21,100,200,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
874,2,shuffle,21,100,500,"[3, 0, 1, 9, 6, 8, 7, 4, 2, 5]",0.0078125
875,2,swap,1,5,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
876,2,swap,1,5,50,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
877,2,swap,1,5,100,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
878,2,swap,1,5,200,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
879,2,swap,1,5,500,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
880,2,swap,1,10,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
881,2,swap,1,10,50,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
882,2,swap,1,10,100,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
883,2,swap,1,10,200,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
884,2,swap,1,10,500,"[3, 2, 9, 6, 4, 7, 8, 0, 1, 5]",0.0078125
885,2,swap,1,20,10,"[3, 2, 0, 6, 8, 4, 9, 7, 1, 5]",0.00390625
886,2,swap,1,20,50,"[3, 0, 4, 2, 6, 8, 9, 7, 1, 5]",0.0078125
887,2,swap,1,20,100,"[3, 0, 4, 2, 6, 8, 9, 7, 1, 5]",0.0078125
