,source,mutation_method,temperature,population_size,num_iterations,best_state,best_score
113,1,shuffle,8,20,200,"[1, 0, 2, 3, 4]",104.1531744
114,1,shuffle,8,20,500,"[1, 0, 2, 3, 4]",104.1531744
115,1,shuffle,8,50,10,"[1, 0, 2, 3, 4]",104.1531744
116,1,shuffle,8,50,50,"[1, 0, 2, 3, 4]",104.1531744
117,1,shuffle,8,50,100,"[1, 0, 2, 3, 4]",104.1531744
118,1,shuffle,8,50,200,"[1, 0, 2, 3, 4]",104.1531744
119,1,shuffle,8,50,500,"[1, 0, 2, 3, 4]",104.1531744
120,1,shuffle,8,100,10,"[1, 0, 2, 3, 4]",104.1531744
121,1,shuffle,8,100,50,"[1, 0, 2, 3, 4]",104.1531744
122,1,shuffle,8,100,100,"[1, 0, 2, 3, 4]",104.1531744
123,1,shuffle,8,100,200,"[1, 0, 2, 3, 4]",104.1531744
124,1,shuffle,8,100,500,"[1, 0, 2, 3, 4]",104.1531744
125,1,shuffle,13,5,10,"[1, 0, 2, 3, 4]",104.1531744
126,1,shuffle,13,5,50,"[1, 0, 2, 3, 4]",104.1531744
127,1,shuffle,13,5,100,"[1, 0, 2, 3, 4]",104.1531744
128,1,shuffle,13,5,200,"[1, 0, 2, 3, 4]",104.1531744
129,1,shuffle,13,5,500,"[1, 0, 2, 3, 4]",104.1531744
130,1,shuffle,13,10,10,"[1, 0, 2, 3, 4]",104.1531744
131,1,shuffle,13,10,50,"[1, 0, 2, 3, 4]",104.1531744
132,1,shuffle,13,10,100,"[1, 0, 2, 3, 4]",104.1531744
133,1,shuffle,13,10,200,"[1, 0, 2, 3, 4]",104.1531744
134,1,shuffle,13,10,500,"[1, 0, 2, 3, 4]",104.1531744
135,1,shuffle,13,20,10,"[1, 0, 2, 3, 4]",104.1531744
136,1,shuffle,13,20,50,"[1, 0, 2, 3, 4]",104.1531744
137,1,shuffle,13,20,100,"[1, 0, 2, 3, 4]",104.1531744
138,1,shuffle,13,20,200,"[1, 0, 2, 3, 4]",104.1531744
139,1,shuffle,13,20,500,"[1, 0, 2, 3, 4]",104.1531744
140,1,shuffle,13,50,10,"[1, 0, 2, 3, 4]",104.1531744
141,1,shuffle,13,50,50,"[1, 0, 2, 3, 4]",104.1531744
142,1,shuffle,13,50,100,"[1, 0, 2, 3, 4]",104.1531744
143,1,shuffle,13,50,200,"[1, 0, 2, 3, 4]",104.1531744
144,1,shuffle,13,50,500,"[1, 0, 2, 3, 4]",104.1531744
145,1,shuffle,13,100,10,"[1, 0, 2, 3, 4]",104.1531744
146,1,shuffle,13,100,50,"[1, 0, 2, 3, 4]",104.1531744
147,1,shuffle,13,100,100,"[1, 0, 2, 3, 4]",104.1531744
148,1,shuffle,13,100,200,"[1, 0, 2, 3, 4]",104.1531744
149,1,shuffle,13,100,500,"[1, 0, 2, 3, 4]",104.1531744
150,1,shuffle,21,5,10,"[1, 0, 2, 3, 4]",104.1531744
151,1,shuffle,21,5,50,"[1, 0, 2, 3, 4]",104.1531744
152,1,shuffle,21,5,100,"[1, 0, 2, 3, 4]",104.1531744
153,1,shuffle,21,5,200,"[1, 0, 2, 3, 4]",104.1531744
154,1,shuffle,21,5,500,"[1, 0, 2, 3, 4]",104.1531744
155,1,shuffle,21,10,10,"[1, 0, 2, 3, 4]",104.1531744
156,1,shuffle,21,10,50,"[1, 0, 2, 3, 4]",104.1531744
157,1,shuffle,21,10,100,"[1, 0, 2, 3, 4]",104.1531744
158,1,shuffle,21,10,200,"[1, 0, 2, 3, 4]",104.1531744
159,1,shuffle,21,10,500,"[1, 0, 2, 3, 4]",104.1531744
160,1,shuffle,21,20,10,"[1, 0, 2, 3, 4]",104.1531744
161,1,shuffle,21,20,50,"[1, 0, 2, 3, 4]",104.1531744
162,1,shuffle,21,20,100,"[1, 0, 2, 3, 4]",104.1531744
163,1,shuffle,21,20,200,"[1, 0, 2, 3, 4]",104.1531744
164,1,shuffle,21,20,500,"[1, 0, 2, 3, 4]",104.1531744
165,1,shuffle,21,50,10,"[1, 0, 2, 3, 4]",104.1531744
166,1,shuffle,21,50,50,"[1, 0, 2, 3, 4]",104.1531744
167,1,shuffle,21,50,100,"[1, 0, 2, 3, 4]",104.1531744
168,1,shuffle,21,50,200,"[1, 0, 2, 3, 4]",104.1531744
169,1,shuffle,21,50,500,"[1, 0, 2, 3, 4]",104.1531744
170,1,shuffle,21,100,10,"[1, 0, 2, 3, 4]",104.1531744
171,1,shuffle,21,100,50,"[1, 0, 2, 3, 4]",104.1531744
172,1,shuffle,21,100,100,"[1, 0, 2, 3, 4]",104.1531744
173,1,shuffle,21,100,200,"[1, 0, 2, 3, 4]",104.1531744
174,1,shuffle,21,100,500,"[1, 0, 2, 3, 4]",104.1531744
175,1,swap,1,5,10,"[1, 0, 2, 3, 4]",104.1531744
176,1,swap,1,5,50,"[1, 0, 2, 3, 4]",104.1531744
177,1,swap,1,5,100,"[1, 0, 2, 3, 4]",104.1531744
178,1,swap,1,5,200,"[1, 0, 2, 3, 4]",104.1531744
179,1,swap,1,5,500,"[1, 0, 2, 3, 4]",104.1531744
180,1,swap,1,10,10,"[1, 0, 2, 3, 4]",104.1531744
181,1,swap,1,10,50,"[1, 0, 2, 3, 4]",104.1531744
182,1,swap,1,10,100,"[1, 0, 2, 3, 4]",104.1531744
183,1,swap,1,10,200,"[1, 0, 2, 3, 4]",104.1531744
184,1,swap,1,10,500,"[1, 0, 2, 3, 4]",104.1531744
185,1,swap,1,20,10,"[1, 0, 2, 3, 4]",104.1531744
186,1,swap,1,20,50,"[1, 0, 2, 3, 4]",104.1531744
187,1,swap,1,20,100,"[1, 0, 2, 3, 4]",104.1531744
188,1,swap,1,20,200,"[1, 0, 2, 3, 4]",104.1531744
189,1,swap,1,20,500,"[1, 0, 2, 3, 4]",104.1531744
190,1,swap,1,50,10,"[1, 0, 2, 3, 4]",104.1531744
191,1,swap,1,50,50,"[1, 0, 2, 3, 4]",104.1531744
192,1,swap,1,50,100,"[1, 0, 2, 3, 4]",104.1531744
193,1,swap,1,50,200,"[1, 0, 2, 3, 4]",104.1531744
194,1,swap,1,50,500,"[1, 0, 2, 3, 4]",104.1531744
195,1,swap,1,100,10,"[1, 0, 2, 3, 4]",104.1531744
196,1,swap,1,100,50,"[1, 0, 2, 3, 4]",104.1531744
197,1,swap,1,100,100,"[1, 0, 2, 3, 4]",104.1531744
198,1,swap,1,100,200,"[1, 0, 2, 3, 4]",104.1531744
199,1,swap,1,100,500,"[1, 0, 2, 3, 4]",104.1531744
200,1,swap,2,5,10,"[1, 0, 2, 3, 4]",104.1531744
201,1,swap,2,5,50,"[1, 0, 2, 3, 4]",104.1531744
202,1,swap,2,5,100,"[1, 0, 2, 3, 4]",104.1531744
203,1,swap,2,5,200,"[1, 0, 2, 3, 4]",104.1531744
204,1,swap,2,5,500,"[1, 0, 2, 3, 4]",104.1531744
205,1,swap,2,10,10,"[1, 0, 2, 3, 4]",104.1531744
206,1,swap,2,10,50,"[1, 0, 2, 3, 4]",104.1531744
207,1,swap,2,10,100,"[1, 0, 2, 3, 4]",104.1531744
208,1,swap,2,10,200,"[1, 0, 2, 3, 4]",104.1531744
209,1,swap,2,10,500,"[1, 0, 2, 3, 4]",104.1531744
210,1,swap,2,20,10,"[1, 0, 2, 3, 4]",104.1531744
211,1,swap,2,20,50,"[1, 0, 2, 3, 4]",104.1531744
212,1,swap,2,20,100,"[1, 0, 2, 3, 4]",104.1531744
213,1,swap,2,20,200,"[1, 0, 2, 3, 4]",104.1531744
214,1,swap,2,20,500,"[1, 0, 2, 3, 4]",104.1531744
215,1,swap,2,50,10,"[1, 0, 2, 3, 4]",104.1531744
216,1,swap,2,50,50,"[1, 0, 2, 3, 4]",104.1531744
217,1,swap,2,50,100,"[1, 0, 2, 3, 4]",104.1531744
218,1,swap,2,50,200,"[1, 0, 2, 3, 4]",104.1531744
219,1,swap,2,50,500,"[1, 0, 2, 3, 4]",104.1531744
220,1,swap,2,100,10,"[1, 0, 2, 3, 4]",104.1531744
221,1,swap,2,100,50,"[1, 0, 2, 3, 4]",104.1531744
222,1,swap,2,100,100,"[1, 0, 2, 3, 4]",104.1531744
223,1,swap,2,100,200,"[1, 0, 2, 3, 4]",104.1531744
224,1,swap,2,100,500,"[1, 0, 2, 3, 4]",104.1531744
225,1,swap,3,5,10,"[1, 0, 2, 3, 4]",104.1531744
226,1,swap,3,5,50,"[1, 0, 2, 3, 4]",104.1531744
227,1,swap,3,5,100,"[1, 0, 2, 3, 4]",104.1531744
228,1,swap,3,5,200,"[1, 0, 2, 3, 4]",104.1531744
229,1,swap,3,5,500,"[1, 0, 2, 3, 4]",104.1531744
230,1,swap,3,10,10,"[1, 0, 2, 3, 4]",104.1531744
231,1,swap,3,10,50,"[1, 0, 2, 3, 4]",104.1531744
232,1,swap,3,10,100,"[1, 0, 2, 3, 4]",104.1531744
233,1,swap,3,10,200,"[1, 0, 2, 3, 4]",104.1531744
234,1,swap,3,10,500,"[1, 0, 2, 3, 4]",104.1531744
235,1,swap,3,20,10,"[1, 0, 2, 3, 4]",104.1531744
236,1,swap,3,20,50,"[1, 0, 2, 3, 4]",104.1531744
237,1,swap,3,20,100,"[1, 0, 2, 3, 4]",104.1531744
238,1,swap,3,20,200,"[1, 0, 2, 3, 4]",104.1531744
239,1,swap,3,20,500,"[1, 0, 2, 3, 4]",104.1531744
240,1,swap,3,50,10,"[1, 0, 2, 3, 4]",104.1531744
241,1,swap,3,50,50,"[1, 0, 2, 3, 4]",104.1531744
242,1,swap,3,50,100,"[1, 0, 2, 3, 4]",104.1531744
243,1,swap,3,50,200,"[1, 0, 2, 3, 4]",104.1531744
244,1,swap,3,50,500,"[1, 0, 2, 3, 4]",104.1531744
245,1,swap,3,100,10,"[1, 0, 2, 3, 4]",104.1531744
246,1,swap,3,100,50,"[1, 0, 2, 3, 4]",104.1531744
247,1,swap,3,100,100,"[1, 0, 2, 3, 4]",104.1531744
248,1,swap,3,100,200,"[1, 0, 2, 3, 4]",104.1531744
249,1,swap,3,100,500,"[1, 0, 2, 3, 4]",104.1531744
250,1,swap,5,5,10,"[1, 0, 2, 3, 4]",104.1531744
251,1,swap,5,5,50,"[1, 0, 2, 3, 4]",104.1531744
252,1,swap,5,5,100,"[1, 0, 2, 3, 4]",104.1531744
253,1,swap,5,5,200,"[1, 0, 2, 3, 4]",104.1531744
254,1,swap,5,5,500,"[1, 0, 2, 3, 4]",104.1531744
255,1,swap,5,10,10,"[1, 0, 2, 3, 4]",104.1531744
256,1,swap,5,10,50,"[1, 0, 2, 3, 4]",104.1531744
257,1,swap,5,10,100,"[1, 0, 2, 3, 4]",104.1531744
258,1,swap,5,10,200,"[1, 0, 2, 3, 4]",104.1531744
259,1,swap,5,10,500,"[1, 0, 2, 3, 4]",104.1531744
260,1,swap,5,20,10,"[1, 0, 2, 3, 4]",104.1531744
261,1,swap,5,20,50,"[1, 0, 2, 3, 4]",104.1531744
262,1,swap,5,20,100,"[1, 0, 2, 3, 4]",104.1531744
263,1,swap,5,20,200,"[1, 0, 2, 3, 4]",104.1531744
264,1,swap,5,20,500,"[1, 0, 2, 3, 4]",104.1531744
265,1,swap,5,50,10,"[1, 0, 2, 3, 4]",104.1531744
266,1,swap,5,50,50,"[1, 0, 2, 3, 4]",104.1531744
267,1,swap,5,50,100,"[1, 0, 2, 3, 4]",104.1531744
268,1,swap,5,50,200,"[1, 0, 2, 3, 4]",104.1531744
269,1,swap,5,50,500,"[1, 0, 2, 3, 4]",104.1531744
270,1,swap,5,100,10,"[1, 0, 2, 3, 4]",104.1531744
271,1,swap,5,100,50,"[1, 0, 2, 3, 4]",104.1531744
272,1,swap,5,100,100,"[1, 0, 2, 3, 4]",104.1531744
273,1,swap,5,100,200,"[1, 0, 2, 3, 4]",104.1531744
274,1,swap,5,100,500,"[1, 0, 2, 3, 4]",104.1531744
275,1,swap,8,5,10,"[1, 0, 2, 3, 4]",104.1531744
276,1,swap,8,5,50,"[1, 0, 2, 3, 4]",104.1531744
277,1,swap,8,5,100,"[1, 0, 2, 3, 4]",104.1531744
278,1,swap,8,5,200,"[1, 0, 2, 3, 4]",104.1531744
279,1,swap,8,5,500,"[1, 0, 2, 3, 4]",104.1531744
280,1,swap,8,10,10,"[1, 0, 2, 3, 4]",104.1531744
281,1,swap,8,10,50,"[1, 0, 2, 3, 4]",104.1531744
282,1,swap,8,10,100,"[1, 0, 2, 3, 4]",104.1531744
283,1,swap,8,10,200,"[1, 0, 2, 3, 4]",104.1531744
284,1,swap,8,10,500,"[1, 0, 2, 3, 4]",104.1531744
285,1,swap,8,20,10,"[1, 0, 2, 3, 4]",104.1531744
286,1,swap,8,20,50,"[1, 0, 2, 3, 4]",104.1531744
287,1,swap,8,20,100,"[1, 0, 2, 3, 4]",104.1531744
288,1,swap,8,20,200,"[1, 0, 2, 3, 4]",104.1531744
289,1,swap,8,20,500,"[1, 0, 2, 3, 4]",104.1531744
290,1,swap,8,50,10,"[1, 0, 2, 3, 4]",104.1531744
291,1,swap,8,50,50,"[1, 0, 2, 3, 4]",104.1531744
292,1,swap,8,50,100,"[1, 0, 2, 3, 4]",104.1531744
293,1,swap,8,50,200,"[1, 0, 2, 3, 4]",104.1531744
294,1,swap,8,50,500,"[1, 0, 2, 3, 4]",104.1531744
295,1,swap,8,100,10,"[1, 0, 2, 3, 4]",104.1531744
296,1,swap,8,100,50,"[1, 0, 2, 3, 4]",104.1531744
297,1,swap,8,100,100,"[1, 0, 2, 3, 4]",104.1531744
298,1,swap,8,100,200,"[1, 0, 2, 3, 4]",104.1531744
299,1,swap,8,100,500,"[1, 0, 2, 3, 4]",104.1531744
300,1,swap,13,5,10,"[1, 0, 2, 3, 4]",104.1531744
301,1,swap,13,5,50,"[1, 0, 2, 3, 4]",104.1531744
302,1,swap,13,5,100,"[1, 0, 2, 3, 4]",104.1531744
303,1,swap,13,5,200,"[1, 0, 2, 3, 4]",104.1531744
304,1,swap,13,5,500,"[1, 0, 2, 3, 4]",104.1531744
305,1,swap,13,10,10,"[1, 0, 2, 3, 4]",104.1531744
306,1,swap,13,10,50,"[1, 0, 2, 3, 4]",104.1531744
307,1,swap,13,10,100,"[1, 0, 2, 3, 4]",104.1531744
308,1,swap,13,10,200,"[1, 0, 2, 3, 4]",104.1531744
309,1,swap,13,10,500,"[1, 0, 2, 3, 4]",104.1531744
310,1,swap,13,20,10,"[1, 0, 2, 3, 4]",104.1531744
311,1,swap,13,20,50,"[1, 0, 2, 3, 4]",104.1531744
312,1,swap,13,20,100,"[1, 0, 2, 3, 4]",104.1531744
313,1,swap,13,20,200,"[1, 0, 2, 3, 4]",104.1531744
314,1,swap,13,20,500,"[1, 0, 2, 3, 4]",104.1531744
315,1,swap,13,50,10,"[1, 0, 2, 3, 4]",104.1531744
316,1,swap,13,50,50,"[1, 0, 2, 3, 4]",104.1531744
317,1,swap,13,50,100,"[1, 0, 2, 3, 4]",104.1531744
318,1,swap,13,50,200,"[1, 0, 2, 3, 4]",104.1531744
319,1,swap,13,50,500,"[1, 0, 2, 3, 4]",104.1531744
320,1,swap,13,100,10,"[1, 0, 2, 3, 4]",104.1531744
321,1,swap,13,100,50,"[1, 0, 2, 3, 4]",104.1531744
322,1,swap,13,100,100,"[1, 0, 2, 3, 4]",104.1531744
323,1,swap,13,100,200,"[1, 0, 2, 3, 4]",104.1531744
324,1,swap,13,100,500,"[1, 0, 2, 3, 4]",104.1531744
325,1,swap,21,5,10,"[1, 0, 2, 3, 4]",104.1531744
326,1,swap,21,5,50,"[1, 0, 2, 3, 4]",104.1531744
327,1,swap,21,5,100,"[1, 0, 2, 3, 4]",104.1531744
328,1,swap,21,5,200,"[1, 0, 2, 3, 4]",104.1531744
329,1,swap,21,5,500,"[1, 0, 2, 3, 4]",104.1531744
330,1,swap,21,10,10,"[1, 0, 2, 3, 4]",104.1531744
331,1,swap,21,10,50,"[1, 0, 2, 3, 4]",104.1531744
332,1,swap,21,10,100,"[1, 0, 2, 3, 4]",104.1531744
333,1,swap,21,10,200,"[1, 0, 2, 3, 4]",104.1531744
334,1,swap,21,10,500,"[1, 0, 2, 3, 4]",104.1531744
335,1,swap,21,20,10,"[1, 0, 2, 3, 4]",104.1531744
336,1,swap,21,20,50,"[1, 0, 2, 3, 4]",104.1531744
337,1,swap,21,20,100,"[1, 0, 2, 3, 4]",104.1531744
338,1,swap,21,20,200,"[1, 0, 2, 3, 4]",104.1531744
339,1,swap,21,20,500,"[1, 0, 2, 3, 4]",104.1531744
340,1,swap,21,50,10,"[1, 0, 2, 3, 4]",104.1531744
341,1,swap,21,50,50,"[1, 0, 2, 3, 4]",104.1531744
342,1,swap,21,50,100,"[1, 0, 2, 3, 4]",104.1531744
343,1,swap,21,50,200,"[1, 0, 2, 3, 4]",104.1531744
344,1,swap,21,50,500,"[1, 0, 2, 3, 4]",104.1531744
345,1,swap,21,100,10,"[1, 0, 2, 3, 4]",104.1531744
346,1,swap,21,100,50,"[1, 0, 2, 3, 4]",104.1531744
347,1,swap,21,100,100,"[1, 0, 2, 3, 4]",104.1531744
348,1,swap,21,100,200,"[1, 0, 2, 3, 4]",104.1531744
349,1,swap,21,100,500,"[1, 0, 2, 3, 4]",104.1531744
350,1,add,1,5,10,"[1, 0, 2, 3, 4]",104.1531744
351,1,add,1,5,50,"[1, 0, 2, 3, 4]",104.1531744
352,1,add,1,5,100,"[1, 0, 2, 3, 4]",104.1531744
353,1,add,1,5,200,"[1, 0, 2, 3, 4]",104.1531744
354,1,add,1,5,500,"[1, 0, 2, 3, 4]",104.1531744
355,1,add,1,10,10,"[1, 0, 2, 4]",104.3284
356,1,add,1,10,50,"[1, 0, 2, 4]",104.3284
357,1,add,1,10,100,"[1, 0, 2, 4]",104.3284
358,1,add,1,10,200,"[1, 0, 2, 4]",104.3284
359,1,add,1,10,500,"[1, 0, 2, 4]",104.3284
360,1,add,1,20,10,"[1, 0, 2, 3, 4]",104.1531744
361,1,add,1,20,50,"[1, 0, 2, 3, 4]",104.1531744
362,1,add,1,20,100,"[1, 0, 2, 3, 4]",104.1531744
363,1,add,1,20,200,"[1, 0, 2, 3, 4]",104.1531744
364,1,add,1,20,500,"[1, 0, 2, 3, 4]",104.1531744
365,1,add,1,50,10,"[1, 0, 2, 3, 4]",104.1531744
366,1,add,1,50,50,"[1, 0, 2, 3, 4]",104.1531744
367,1,add,1,50,100,"[1, 0, 2, 3, 4]",104.1531744
368,1,add,1,50,200,"[1, 0, 2, 3, 4]",104.1531744
369,1,add,1,50,500,"[1, 0, 2, 3, 4]",104.1531744
370,1,add,1,100,10,"[1, 0, 2, 3, 4]",104.1531744
371,1,add,1,100,50,"[1, 0, 2, 3, 4]",104.1531744
372,1,add,1,100,100,"[1, 0, 2, 3, 4]",104.1531744
373,1,add,1,100,200,"[1, 0, 2, 3, 4]",104.1531744
374,1,add,1,100,500,"[1, 0, 2, 3, 4]",104.1531744
375,1,add,2,5,10,"[1, 0, 2, 3, 4]",104.1531744
376,1,add,2,5,50,"[1, 0, 2, 3, 4]",104.1531744
377,1,add,2,5,100,"[1, 0, 2, 3, 4]",104.1531744
378,1,add,2,5,200,"[1, 0, 2, 3, 4]",104.1531744
379,1,add,2,5,500,"[1, 0, 2, 3, 4]",104.1531744
380,1,add,2,10,10,"[1, 0, 2, 3, 4]",104.1531744
381,1,add,2,10,50,"[1, 0, 2, 3, 4]",104.1531744
382,1,add,2,10,100,"[1, 0, 2, 3, 4]",104.1531744
383,1,add,2,10,200,"[1, 0, 2, 3, 4]",104.1531744
384,1,add,2,10,500,"[1, 0, 2, 3, 4]",104.1531744
385,1,add,2,20,10,"[1, 0, 2, 3, 4]",104.1531744
386,1,add,2,20,50,"[1, 0, 2, 3, 4]",104.1531744
387,1,add,2,20,100,"[1, 0, 2, 3, 4]",104.1531744
388,1,add,2,20,200,"[1, 0, 2, 3, 4]",104.1531744
389,1,add,2,20,500,"[1, 0, 2, 3, 4]",104.1531744
390,1,add,2,50,10,"[1, 0, 2, 3, 4]",104.1531744
391,1,add,2,50,50,"[1, 0, 2, 3, 4]",104.1531744
392,1,add,2,50,100,"[1, 0, 2, 3, 4]",104.1531744
393,1,add,2,50,200,"[1, 0, 2, 3, 4]",104.1531744
394,1,add,2,50,500,"[1, 0, 2, 3, 4]",104.1531744
395,1,add,2,100,10,"[1, 0, 2, 3, 4]",104.1531744
396,1,add,2,100,50,"[1, 0, 2, 3, 4]",104.1531744
397,1,add,2,100,100,"[1, 0, 2, 3, 4]",104.1531744
398,1,add,2,100,200,"[1, 0, 2, 3, 4]",104.1531744
399,1,add,2,100,500,"[1, 0, 2, 3, 4]",104.1531744
400,1,add,3,5,10,"[1, 0, 2, 3, 4]",104.1531744
401,1,add,3,5,50,"[1, 0, 2, 3, 4]",104.1531744
402,1,add,3,5,100,"[1, 0, 2, 3, 4]",104.1531744
403,1,add,3,5,200,"[1, 0, 2, 3, 4]",104.1531744
404,1,add,3,5,500,"[1, 0, 2, 3, 4]",104.1531744
405,1,add,3,10,10,"[1, 0, 2, 3, 4]",104.1531744
406,1,add,3,10,50,"[1, 0, 2, 3, 4]",104.1531744
407,1,add,3,10,100,"[1, 0, 2, 3, 4]",104.1531744
408,1,add,3,10,200,"[1, 0, 2, 3, 4]",104.1531744
409,1,add,3,10,500,"[1, 0, 2, 3, 4]",104.1531744
410,1,add,3,20,10,"[1, 0, 2, 3, 4]",104.1531744
411,1,add,3,20,50,"[1, 0, 2, 3, 4]",104.1531744
412,1,add,3,20,100,"[1, 0, 2, 3, 4]",104.1531744
413,1,add,3,20,200,"[1, 0, 2, 3, 4]",104.1531744
414,1,add,3,20,500,"[1, 0, 2, 3, 4]",104.1531744
415,1,add,3,50,10,"[1, 0, 2, 3, 4]",104.1531744
416,1,add,3,50,50,"[1, 0, 2, 3, 4]",104.1531744
417,1,add,3,50,100,"[1, 0, 2, 3, 4]",104.1531744
418,1,add,3,50,200,"[1, 0, 2, 3, 4]",104.1531744
419,1,add,3,50,500,"[1, 0, 2, 3, 4]",104.1531744
420,1,add,3,100,10,"[1, 0, 2, 3, 4]",104.1531744
421,1,add,3,100,50,"[1, 0, 2, 3, 4]",104.1531744
422,1,add,3,100,100,"[1, 0, 2, 3, 4]",104.1531744
423,1,add,3,100,200,"[1, 0, 2, 3, 4]",104.1531744
424,1,add,3,100,500,"[1, 0, 2, 3, 4]",104.1531744
425,1,add,5,5,10,"[1, 0, 2, 3, 4]",104.1531744
426,1,add,5,5,50,"[1, 0, 2, 3, 4]",104.1531744
427,1,add,5,5,100,"[1, 0, 2, 3, 4]",104.1531744
428,1,add,5,5,200,"[1, 0, 2, 3, 4]",104.1531744
429,1,add,5,5,500,"[1, 0, 2, 3, 4]",104.1531744
430,1,add,5,10,10,"[1, 0, 2, 3, 4]",104.1531744
431,1,add,5,10,50,"[1, 0, 2, 3, 4]",104.1531744
432,1,add,5,10,100,"[1, 0, 2, 3, 4]",104.1531744
433,1,add,5,10,200,"[1, 0, 2, 3, 4]",104.1531744
434,1,add,5,10,500,"[1, 0, 2, 3, 4]",104.1531744
435,1,add,5,20,10,"[1, 0, 2, 3, 4]",104.1531744
436,1,add,5,20,50,"[1, 0, 2, 3, 4]",104.1531744
437,1,add,5,20,100,"[1, 0, 2, 3, 4]",104.1531744
438,1,add,5,20,200,"[1, 0, 2, 3, 4]",104.1531744
439,1,add,5,20,500,"[1, 0, 2, 3, 4]",104.1531744
440,1,add,5,50,10,"[1, 0, 2, 3, 4]",104.1531744
441,1,add,5,50,50,"[1, 0, 2, 3, 4]",104.1531744
442,1,add,5,50,100,"[1, 0, 2, 3, 4]",104.1531744
443,1,add,5,50,200,"[1, 0, 2, 3, 4]",104.1531744
444,1,add,5,50,500,"[1, 0, 2, 3, 4]",104.1531744
445,1,add,5,100,10,"[1, 0, 2, 3, 4]",104.1531744
446,1,add,5,100,50,"[1, 0, 2, 3, 4]",104.1531744
447,1,add,5,100,100,"[1, 0, 2, 3, 4]",104.1531744
448,1,add,5,100,200,"[1, 0, 2, 3, 4]",104.1531744
449,1,add,5,100,500,"[1, 0, 2, 3, 4]",104.1531744
450,1,add,8,5,10,"[1, 0, 2, 3, 4]",104.1531744
451,1,add,8,5,50,"[1, 0, 2, 3, 4]",104.1531744
452,1,add,8,5,100,"[1, 0, 2, 3, 4]",104.1531744
453,1,add,8,5,200,"[1, 0, 2, 3, 4]",104.1531744
454,1,add,8,5,500,"[1, 0, 2, 3, 4]",104.1531744
455,1,add,8,10,10,"[1, 0, 2, 3, 4]",104.1531744
456,1,add,8,10,50,"[1, 0, 2, 3, 4]",104.1531744
457,1,add,8,10,100,"[1, 0, 2, 3, 4]",104.1531744
458,1,add,8,10,200,"[1, 0, 2, 3, 4]",104.1531744
459,1,add,8,10,500,"[1, 0, 2, 3, 4]",104.1531744
460,1,add,8,20,10,"[1, 0, 2, 3, 4]",104.1531744
461,1,add,8,20,50,"[1, 0, 2, 3, 4]",104.1531744
462,1,add,8,20,100,"[1, 0, 2, 3, 4]",104.1531744
463,1,add,8,20,200,"[1, 0, 2, 3, 4]",104.1531744
464,1,add,8,20,500,"[1, 0, 2, 3, 4]",104.1531744
465,1,add,8,50,10,"[1, 0, 2, 3, 4]",104.1531744
466,1,add,8,50,50,"[1, 0, 2, 3, 4]",104.1531744
467,1,add,8,50,100,"[1, 0, 2, 3, 4]",104.1531744
468,1,add,8,50,200,"[1, 0, 2, 3, 4]",104.1531744
469,1,add,8,50,500,"[1, 0, 2, 3, 4]",104.1531744
470,1,add,8,100,10,"[1, 0, 2, 3, 4]",104.1531744
471,1,add,8,100,50,"[1, 0, 2, 3, 4]",104.1531744
472,1,add,8,100,100,"[1, 0, 2, 3, 4]",104.1531744
473,1,add,8,100,200,"[1, 0, 2, 3, 4]",104.1531744
474,1,add,8,100,500,"[1, 0, 2, 3, 4]",104.1531744
475,1,add,13,5,10,"[1, 0, 2, 3, 4]",104.1531744
476,1,add,13,5,50,"[1, 0, 2, 3, 4]",104.1531744
477,1,add,13,5,100,"[1, 0, 2, 3, 4]",104.1531744
478,1,add,13,5,200,"[1, 0, 2, 3, 4]",104.1531744
479,1,add,13,5,500,"[1, 0, 2, 3, 4]",104.1531744
480,1,add,13,10,10,"[1, 0, 2, 3, 4]",104.1531744
481,1,add,13,10,50,"[1, 0, 2, 3, 4]",104.1531744
482,1,add,13,10,100,"[1, 0, 2, 3, 4]",104.1531744
483,1,add,13,10,200,"[1, 0, 2, 3, 4]",104.1531744
484,1,add,13,10,500,"[1, 0, 2, 3, 4]",104.1531744
485,1,add,13,20,10,"[1, 0, 2, 3, 4]",104.1531744
486,1,add,13,20,50,"[1, 0, 2, 3, 4]",104.1531744
487,1,add,13,20,100,"[1, 0, 2, 3, 4]",104.1531744
488,1,add,13,20,200,"[1, 0, 2, 3, 4]",104.1531744
489,1,add,13,20,500,"[1, 0, 2, 3, 4]",104.1531744
490,1,add,13,50,10,"[1, 0, 2, 3, 4]",104.1531744
491,1,add,13,50,50,"[1, 0, 2, 3, 4]",104.1531744
492,1,add,13,50,100,"[1, 0, 2, 3, 4]",104.1531744
493,1,add,13,50,200,"[1, 0, 2, 3, 4]",104.1531744
494,1,add,13,50,500,"[1, 0, 2, 3, 4]",104.1531744
495,1,add,13,100,10,"[1, 0, 2, 3, 4]",104.1531744
496,1,add,13,100,50,"[1, 0, 2, 3, 4]",104.1531744
497,1,add,13,100,100,"[1, 0, 2, 3, 4]",104.1531744
498,1,add,13,100,200,"[1, 0, 2, 3, 4]",104.1531744
499,1,add,13,100,500,"[1, 0, 2, 3, 4]",104.1531744
500,1,add,21,5,10,"[1, 0, 2, 3, 4]",104.1531744
501,1,add,21,5,50,"[1, 0, 2, 3, 4]",104.1531744
