,source,mutation_method,num_iterations,depth,num_neighbors,best_state,best_score
90,1,swap,100,2,3,"[1, 0, 2, 3, 4]",104.1531744
91,1,swap,100,2,4,"[1, 0, 2, 3, 4]",104.1531744
92,1,swap,100,3,1,"[1, 0, 2, 3, 4]",104.1531744
93,1,swap,100,3,2,"[1, 0, 2, 3, 4]",104.1531744
94,1,swap,100,3,3,"[1, 0, 2, 3, 4]",104.1531744
95,1,swap,100,3,4,"[1, 0, 2, 3, 4]",104.1531744
96,1,swap,200,1,1,"[1, 3, 0, 2, 4]",104.133282
97,1,swap,200,1,2,"[1, 3, 0, 2, 4]",104.133282
98,1,swap,200,1,3,"[1, 3, 0, 2, 4]",104.133282
99,1,swap,200,1,4,"[1, 3, 0, 2, 4]",104.133282
100,1,swap,200,2,1,"[1, 0, 2, 3, 4]",104.1531744
101,1,swap,200,2,2,"[1, 0, 2, 3, 4]",104.1531744
102,1,swap,200,2,3,"[1, 0, 2, 3, 4]",104.1531744
103,1,swap,200,2,4,"[1, 0, 2, 3, 4]",104.1531744
104,1,swap,200,3,1,"[1, 0, 2, 3, 4]",104.1531744
105,1,swap,200,3,2,"[1, 0, 2, 3, 4]",104.1531744
106,1,swap,200,3,3,"[1, 0, 2, 3, 4]",104.1531744
107,1,swap,200,3,4,"[1, 0, 2, 3, 4]",104.1531744
108,1,swap,500,1,1,"[1, 3, 0, 2, 4]",104.133282
109,1,swap,500,1,2,"[1, 3, 0, 2, 4]",104.133282
110,1,swap,500,1,3,"[1, 3, 0, 2, 4]",104.133282
111,1,swap,500,1,4,"[1, 3, 0, 2, 4]",104.133282
112,1,swap,500,2,1,"[1, 0, 2, 3, 4]",104.1531744
113,1,swap,500,2,2,"[1, 0, 2, 3, 4]",104.1531744
114,1,swap,500,2,3,"[1, 0, 2, 3, 4]",104.1531744
115,1,swap,500,2,4,"[1, 0, 2, 3, 4]",104.1531744
116,1,swap,500,3,1,"[1, 0, 2, 3, 4]",104.1531744
117,1,swap,500,3,2,"[1, 0, 2, 3, 4]",104.1531744
118,1,swap,500,3,3,"[1, 0, 2, 3, 4]",104.1531744
119,1,swap,500,3,4,"[1, 0, 2, 3, 4]",104.1531744
120,1,add,10,1,1,"[1, 4]",104.03
121,1,add,10,1,2,"[1, 4]",104.03
122,1,add,10,1,3,"[1, 4]",104.03
123,1,add,10,1,4,"[1, 4]",104.03
124,1,add,10,2,1,"[1, 4]",104.03
125,1,add,10,2,2,"[1, 4]",104.03
126,1,add,10,2,3,"[1, 4]",104.03
127,1,add,10,2,4,"[1, 0, 2, 4]",104.3284
128,1,add,10,3,1,"[1, 4]",104.03
129,1,add,10,3,2,"[1, 0, 2, 4]",104.3284
130,1,add,10,3,3,"[1, 4]",104.03
131,1,add,10,3,4,"[1, 0, 2, 4]",104.3284
132,1,add,50,1,1,"[1, 4]",104.03
133,1,add,50,1,2,"[1, 4]",104.03
134,1,add,50,1,3,"[1, 4]",104.03
135,1,add,50,1,4,"[1, 4]",104.03
136,1,add,50,2,1,"[1, 4]",104.03
137,1,add,50,2,2,"[1, 4]",104.03
138,1,add,50,2,3,"[1, 4]",104.03
139,1,add,50,2,4,"[1, 0, 2, 4]",104.3284
140,1,add,50,3,1,"[1, 4]",104.03
141,1,add,50,3,2,"[1, 0, 2, 4]",104.3284
142,1,add,50,3,3,"[1, 4]",104.03
143,1,add,50,3,4,"[1, 0, 2, 4]",104.3284
144,1,add,100,1,1,"[1, 4]",104.03
145,1,add,100,1,2,"[1, 4]",104.03
146,1,add,100,1,3,"[1, 4]",104.03
147,1,add,100,1,4,"[1, 4]",104.03
148,1,add,100,2,1,"[1, 4]",104.03
149,1,add,100,2,2,"[1, 4]",104.03
150,1,add,100,2,3,"[1, 4]",104.03
151,1,add,100,2,4,"[1, 0, 2, 4]",104.3284
152,1,add,100,3,1,"[1, 4]",104.03
153,1,add,100,3,2,"[1, 0, 2, 4]",104.3284
154,1,add,100,3,3,"[1, 4]",104.03
155,1,add,100,3,4,"[1, 0, 2, 4]",104.3284
156,1,add,200,1,1,"[1, 4]",104.03
157,1,add,200,1,2,"[1, 4]",104.03
158,1,add,200,1,3,"[1, 4]",104.03
159,1,add,200,1,4,"[1, 4]",104.03
160,1,add,200,2,1,"[1, 4]",104.03
161,1,add,200,2,2,"[1, 4]",104.03
162,1,add,200,2,3,"[1, 4]",104.03
163,1,add,200,2,4,"[1, 0, 2, 4]",104.3284
164,1,add,200,3,1,"[1, 4]",104.03
165,1,add,200,3,2,"[1, 0, 2, 4]",104.3284
166,1,add,200,3,3,"[1, 4]",104.03
167,1,add,200,3,4,"[1, 0, 2, 4]",104.3284
168,1,add,500,1,1,"[1, 4]",104.03
169,1,add,500,1,2,"[1, 4]",104.03
170,1,add,500,1,3,"[1, 4]",104.03
171,1,add,500,1,4,"[1, 4]",104.03
172,1,add,500,2,1,"[1, 4]",104.03
173,1,add,500,2,2,"[1, 4]",104.03
174,1,add,500,2,3,"[1, 4]",104.03
175,1,add,500,2,4,"[1, 0, 2, 4]",104.3284
176,1,add,500,3,1,"[1, 4]",104.03
177,1,add,500,3,2,"[1, 0, 2, 4]",104.3284
178,1,add,500,3,3,"[1, 4]",104.03
179,1,add,500,3,4,"[1, 0, 2, 4]",104.3284
180,1,all,10,1,1,"[1, 0, 2, 4]",104.3284
181,1,all,10,1,2,"[1, 0, 2, 4]",104.3284
182,1,all,10,1,3,"[1, 0, 2, 4]",104.3284
183,1,all,10,1,4,"[1, 0, 2, 4]",104.3284
184,1,all,10,2,1,"[1, 0, 2, 4]",104.3284
185,1,all,10,2,2,"[1, 0, 2, 4]",104.3284
186,1,all,10,2,3,"[1, 0, 2, 4]",104.3284
187,1,all,10,2,4,"[1, 0, 2, 4]",104.3284
188,1,all,10,3,1,"[1, 0, 2, 4]",104.3284
189,1,all,10,3,2,"[1, 0, 2, 4]",104.3284
190,1,all,10,3,3,"[1, 0, 2, 4]",104.3284
191,1,all,10,3,4,"[1, 0, 2, 4]",104.3284
192,1,all,50,1,1,"[1, 0, 2, 4]",104.3284
193,1,all,50,1,2,"[1, 0, 2, 4]",104.3284
194,1,all,50,1,3,"[1, 0, 2, 4]",104.3284
195,1,all,50,1,4,"[1, 0, 2, 4]",104.3284
196,1,all,50,2,1,"[1, 0, 2, 4]",104.3284
197,1,all,50,2,2,"[1, 0, 2, 4]",104.3284
198,1,all,50,2,3,"[1, 0, 2, 4]",104.3284
199,1,all,50,2,4,"[1, 0, 2, 4]",104.3284
200,1,all,50,3,1,"[1, 0, 2, 4]",104.3284
201,1,all,50,3,2,"[1, 0, 2, 4]",104.3284
202,1,all,50,3,3,"[1, 0, 2, 4]",104.3284
203,1,all,50,3,4,"[1, 0, 2, 4]",104.3284
204,1,all,100,1,1,"[1, 0, 2, 4]",104.3284
205,1,all,100,1,2,"[1, 0, 2, 4]",104.3284
206,1,all,100,1,3,"[1, 0, 2, 4]",104.3284
207,1,all,100,1,4,"[1, 0, 2, 4]",104.3284
208,1,all,100,2,1,"[1, 0, 2, 4]",104.3284
209,1,all,100,2,2,"[1, 0, 2, 4]",104.3284
210,1,all,100,2,3,"[1, 0, 2, 4]",104.3284
211,1,all,100,2,4,"[1, 0, 2, 4]",104.3284
212,1,all,100,3,1,"[1, 0, 2, 4]",104.3284
213,1,all,100,3,2,"[1, 0, 2, 4]",104.3284
214,1,all,100,3,3,"[1, 0, 2, 4]",104.3284
215,1,all,100,3,4,"[1, 0, 2, 4]",104.3284
216,1,all,200,1,1,"[1, 0, 2, 4]",104.3284
217,1,all,200,1,2,"[1, 0, 2, 4]",104.3284
218,1,all,200,1,3,"[1, 0, 2, 4]",104.3284
219,1,all,200,1,4,"[1, 0, 2, 4]",104.3284
220,1,all,200,2,1,"[1, 0, 2, 4]",104.3284
221,1,all,200,2,2,"[1, 0, 2, 4]",104.3284
222,1,all,200,2,3,"[1, 0, 2, 4]",104.3284
223,1,all,200,2,4,"[1, 0, 2, 4]",104.3284
224,1,all,200,3,1,"[1, 0, 2, 4]",104.3284
225,1,all,200,3,2,"[1, 0, 2, 4]",104.3284
226,1,all,200,3,3,"[1, 0, 2, 4]",104.3284
227,1,all,200,3,4,"[1, 0, 2, 4]",104.3284
228,1,all,500,1,1,"[1, 0, 2, 4]",104.3284
229,1,all,500,1,2,"[1, 0, 2, 4]",104.3284
230,1,all,500,1,3,"[1, 0, 2, 4]",104.3284
231,1,all,500,1,4,"[1, 0, 2, 4]",104.3284
232,1,all,500,2,1,"[1, 0, 2, 4]",104.3284
233,1,all,500,2,2,"[1, 0, 2, 4]",104.3284
234,1,all,500,2,3,"[1, 0, 2, 4]",104.3284
235,1,all,500,2,4,"[1, 0, 2, 4]",104.3284
236,1,all,500,3,1,"[1, 0, 2, 4]",104.3284
237,1,all,500,3,2,"[1, 0, 2, 4]",104.3284
238,1,all,500,3,3,"[1, 0, 2, 4]",104.3284
239,1,all,500,3,4,"[1, 0, 2, 4]",104.3284
240,2,shuffle,10,1,1,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
241,2,shuffle,10,1,2,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
242,2,shuffle,10,1,3,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
243,2,shuffle,10,1,4,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
244,2,shuffle,10,2,1,"[3, 8, 7, 0, 1, 2, 9, 6, 4, 5]",0.00390625
245,2,shuffle,10,2,2,"[3, 0, 1, 2, 4, 8, 9, 7, 6, 5]",0.0078125
246,2,shuffle,10,2,3,"[3, 0, 2, 9, 8, 4, 6, 7, 1, 5]",0.0078125
247,2,shuffle,10,2,4,"[3, 7, 2, 9, 4, 8, 6, 0, 1, 5]",0.0078125
248,2,shuffle,10,3,1,"[3, 0, 2, 9, 4, 6, 7, 8, 1, 5]",0.0078125
249,2,shuffle,10,3,2,"[3, 0, 7, 6, 4, 2, 8, 9, 1, 5]",0.0078125
250,2,shuffle,10,3,3,"[3, 0, 1, 7, 2, 8, 9, 6, 4, 5]",0.0078125
251,2,shuffle,10,3,4,"[3, 4, 7, 6, 9, 8, 2, 0, 1, 5]",0.0078125
252,2,shuffle,50,1,1,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
253,2,shuffle,50,1,2,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
254,2,shuffle,50,1,3,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
255,2,shuffle,50,1,4,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
256,2,shuffle,50,2,1,"[3, 8, 7, 0, 1, 2, 9, 6, 4, 5]",0.00390625
257,2,shuffle,50,2,2,"[3, 0, 1, 2, 4, 8, 9, 7, 6, 5]",0.0078125
258,2,shuffle,50,2,3,"[3, 0, 2, 9, 8, 4, 6, 7, 1, 5]",0.0078125
259,2,shuffle,50,2,4,"[3, 7, 2, 9, 4, 8, 6, 0, 1, 5]",0.0078125
260,2,shuffle,50,3,1,"[3, 0, 2, 9, 4, 6, 7, 8, 1, 5]",0.0078125
261,2,shuffle,50,3,2,"[3, 0, 7, 6, 4, 2, 8, 9, 1, 5]",0.0078125
262,2,shuffle,50,3,3,"[3, 0, 1, 7, 2, 8, 9, 6, 4, 5]",0.0078125
263,2,shuffle,50,3,4,"[3, 4, 7, 6, 9, 8, 2, 0, 1, 5]",0.0078125
264,2,shuffle,100,1,1,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
265,2,shuffle,100,1,2,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
266,2,shuffle,100,1,3,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
267,2,shuffle,100,1,4,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
268,2,shuffle,100,2,1,"[3, 0, 9, 7, 8, 6, 4, 2, 1, 5]",0.0078125
269,2,shuffle,100,2,2,"[3, 0, 1, 2, 4, 8, 9, 7, 6, 5]",0.0078125
270,2,shuffle,100,2,3,"[3, 0, 2, 9, 8, 4, 6, 7, 1, 5]",0.0078125
271,2,shuffle,100,2,4,"[3, 7, 2, 9, 4, 8, 6, 0, 1, 5]",0.0078125
272,2,shuffle,100,3,1,"[3, 0, 2, 9, 4, 6, 7, 8, 1, 5]",0.0078125
273,2,shuffle,100,3,2,"[3, 0, 7, 6, 4, 2, 8, 9, 1, 5]",0.0078125
274,2,shuffle,100,3,3,"[3, 0, 1, 7, 2, 8, 9, 6, 4, 5]",0.0078125
275,2,shuffle,100,3,4,"[3, 4, 7, 6, 9, 8, 2, 0, 1, 5]",0.0078125
276,2,shuffle,200,1,1,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
277,2,shuffle,200,1,2,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
278,2,shuffle,200,1,3,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
279,2,shuffle,200,1,4,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
280,2,shuffle,200,2,1,"[3, 0, 9, 7, 8, 6, 4, 2, 1, 5]",0.0078125
281,2,shuffle,200,2,2,"[3, 0, 1, 2, 4, 8, 9, 7, 6, 5]",0.0078125
282,2,shuffle,200,2,3,"[3, 0, 2, 9, 8, 4, 6, 7, 1, 5]",0.0078125
283,2,shuffle,200,2,4,"[3, 7, 2, 9, 4, 8, 6, 0, 1, 5]",0.0078125
284,2,shuffle,200,3,1,"[3, 0, 2, 9, 4, 6, 7, 8, 1, 5]",0.0078125
285,2,shuffle,200,3,2,"[3, 0, 7, 6, 4, 2, 8, 9, 1, 5]",0.0078125
286,2,shuffle,200,3,3,"[3, 0, 1, 7, 2, 8, 9, 6, 4, 5]",0.0078125
287,2,shuffle,200,3,4,"[3, 4, 7, 6, 9, 8, 2, 0, 1, 5]",0.0078125
288,2,shuffle,500,1,1,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
289,2,shuffle,500,1,2,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
290,2,shuffle,500,1,3,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
291,2,shuffle,500,1,4,"[3, 0, 8, 7, 2, 6, 9, 4, 1, 5]",0.0078125
292,2,shuffle,500,2,1,"[3, 0, 9, 7, 8, 6, 4, 2, 1, 5]",0.0078125
293,2,shuffle,500,2,2,"[3, 0, 1, 2, 4, 8, 9, 7, 6, 5]",0.0078125
294,2,shuffle,500,2,3,"[3, 0, 2, 9, 8, 4, 6, 7, 1, 5]",0.0078125
295,2,shuffle,500,2,4,"[3, 7, 2, 9, 4, 8, 6, 0, 1, 5]",0.0078125
296,2,shuffle,500,3,1,"[3, 0, 2, 9, 4, 6, 7, 8, 1, 5]",0.0078125
297,2,shuffle,500,3,2,"[3, 0, 7, 6, 4, 2, 8, 9, 1, 5]",0.0078125
298,2,shuffle,500,3,3,"[3, 0, 1, 7, 2, 8, 9, 6, 4, 5]",0.0078125
299,2,shuffle,500,3,4,"[3, 4, 7, 6, 9, 8, 2, 0, 1, 5]",0.0078125
300,2,swap,10,1,1,"[3, 1, 6, 0, 7, 8, 9, 4, 2, 5]",0.001953125
301,2,swap,10,1,2,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
302,2,swap,10,1,3,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
303,2,swap,10,1,4,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
304,2,swap,10,2,1,"[3, 7, 6, 0, 1, 9, 8, 4, 2, 5]",0.00390625
305,2,swap,10,2,2,"[3, 0, 6, 8, 7, 2, 9, 4, 1, 5]",0.0078125
306,2,swap,10,2,3,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
307,2,swap,10,2,4,"[3, 0, 1, 6, 7, 8, 4, 9, 2, 5]",0.0078125
308,2,swap,10,3,1,"[3, 8, 6, 0, 1, 9, 2, 4, 7, 5]",0.00390625
309,2,swap,10,3,2,"[3, 0, 8, 6, 7, 2, 9, 4, 1, 5]",0.0078125
310,2,swap,10,3,3,"[3, 0, 7, 2, 6, 8, 9, 4, 1, 5]",0.0078125
311,2,swap,10,3,4,"[3, 0, 7, 2, 6, 4, 9, 8, 1, 5]",0.0078125
312,2,swap,50,1,1,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
313,2,swap,50,1,2,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
314,2,swap,50,1,3,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
315,2,swap,50,1,4,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
316,2,swap,50,2,1,"[3, 7, 6, 0, 1, 9, 8, 4, 2, 5]",0.00390625
317,2,swap,50,2,2,"[3, 0, 6, 8, 7, 2, 9, 4, 1, 5]",0.0078125
318,2,swap,50,2,3,"[3, 0, 6, 7, 2, 8, 9, 4, 1, 5]",0.0078125
319,2,swap,50,2,4,"[3, 0, 1, 6, 7, 8, 4, 9, 2, 5]",0.0078125
320,2,swap,50,3,1,"[3, 8, 6, 0, 1, 9, 2, 4, 7, 5]",0.00390625
321,2,swap,50,3,2,"[3, 0, 8, 6, 7, 2, 9, 4, 1, 5]",0.0078125
322,2,swap,50,3,3,"[3, 0, 7, 2, 6, 8, 9, 4, 1, 5]",0.0078125
323,2,swap,50,3,4,"[3, 0, 7, 2, 6, 4, 9, 8, 1, 5]",0.0078125
324,2,swap,100,1,1,"[3, 0, 6, 1, 7, 8, 9, 4, 2, 5]",0.00390625
325,2,swap,100,1,2,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
326,2,swap,100,1,3,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
327,2,swap,100,1,4,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
328,2,swap,100,2,1,"[3, 7, 6, 4, 2, 9, 8, 0, 1, 5]",0.0078125
329,2,swap,100,2,2,"[3, 0, 6, 8, 7, 2, 9, 4, 1, 5]",0.0078125
330,2,swap,100,2,3,"[3, 0, 6, 7, 2, 8, 9, 4, 1, 5]",0.0078125
331,2,swap,100,2,4,"[3, 0, 1, 6, 7, 8, 4, 9, 2, 5]",0.0078125
332,2,swap,100,3,1,"[3, 8, 6, 4, 9, 7, 2, 0, 1, 5]",0.0078125
333,2,swap,100,3,2,"[3, 0, 8, 6, 7, 2, 9, 4, 1, 5]",0.0078125
334,2,swap,100,3,3,"[3, 0, 7, 2, 6, 8, 9, 4, 1, 5]",0.0078125
335,2,swap,100,3,4,"[3, 0, 7, 2, 6, 4, 9, 8, 1, 5]",0.0078125
336,2,swap,200,1,1,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
337,2,swap,200,1,2,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
338,2,swap,200,1,3,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
339,2,swap,200,1,4,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
340,2,swap,200,2,1,"[3, 7, 6, 4, 2, 9, 8, 0, 1, 5]",0.0078125
341,2,swap,200,2,2,"[3, 0, 6, 8, 7, 2, 9, 4, 1, 5]",0.0078125
342,2,swap,200,2,3,"[3, 0, 6, 7, 2, 8, 9, 4, 1, 5]",0.0078125
343,2,swap,200,2,4,"[3, 0, 1, 6, 7, 8, 4, 9, 2, 5]",0.0078125
344,2,swap,200,3,1,"[3, 8, 6, 4, 9, 7, 2, 0, 1, 5]",0.0078125
345,2,swap,200,3,2,"[3, 0, 8, 6, 7, 2, 9, 4, 1, 5]",0.0078125
346,2,swap,200,3,3,"[3, 0, 7, 2, 6, 8, 9, 4, 1, 5]",0.0078125
347,2,swap,200,3,4,"[3, 0, 7, 2, 6, 4, 9, 8, 1, 5]",0.0078125
348,2,swap,500,1,1,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
349,2,swap,500,1,2,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
350,2,swap,500,1,3,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
351,2,swap,500,1,4,"[3, 0, 1, 6, 7, 8, 9, 4, 2, 5]",0.0078125
352,2,swap,500,2,1,"[3, 7, 6, 4, 2, 9, 8, 0, 1, 5]",0.0078125
353,2,swap,500,2,2,"[3, 0, 6, 8, 7, 2, 9, 4, 1, 5]",0.0078125
354,2,swap,500,2,3,"[3, 0, 6, 7, 2, 8, 9, 4, 1, 5]",0.0078125
355,2,swap,500,2,4,"[3, 0, 1, 6, 7, 8, 4, 9, 2, 5]",0.0078125
356,2,swap,500,3,1,"[3, 8, 6, 4, 9, 7, 2, 0, 1, 5]",0.0078125
